X,Y,Z,r
-39.1619,505.793,13.7247,3.10061
-37.1285,493.191,48.5195,3.10056
-26.0582,381.317,10.7091,3.10038
26.0764,540.912,31.5226,3.10021
-36.6799,62.9735,5.6377,3.10009
24.1508,4.97998,-36.2148,3.10008
44.9207,327.022,-43.2123,3.10005
-21.1284,297.364,61.2351,3.09994
17.6576,563.497,-38.4062,3.09992
-30.834,190.162,86.4004,3.09963
3.729,526.492,-11.2446,3.09961
15.1119,160.88,-87.3414,3.09939
-20.0405,166.787,73.9443,3.09934
-13.4489,131.175,-28.637,3.09914
-29.9026,362.062,-6.52429,3.09892
44.976,343.181,66.0781,3.09886
-2.23254,302.144,30.5121,3.09879
-9.37085,430.356,46.0117,3.09864
-36.6167,475.371,-82.8545,3.09744
11.0568,480.595,77.818,3.09743
-22.7201,237.806,71.7501,3.09686
-9.34473,440.533,62.4135,3.09667
-23.0399,497.418,93.7145,3.09666
-38.0874,516.534,-49.1005,3.09622
23.0817,128.351,41.9263,3.09621
30.5013,484.326,76.809,3.09606
19.4779,243.769,-7.1134,3.09592
-16.0461,205.963,-35.2976,3.09556
26.0394,430.075,87.7441,3.09545
5.52588,510.72,-61.694,3.0952
-10.4086,472.428,70.9701,3.09519
-35.0393,459.8,-73.608,3.09516
41.0447,124.319,94.9409,3.09512
2.04211,37.5603,-54.0822,3.09511
-28.4994,239.196,-46.1296,3.09507
-12.4382,225.072,3.04138,3.09501
3.78601,4.95874,-77.8358,3.0948
-20.8055,40.8628,34.1309,3.0948
-36.5842,424.851,71.7826,3.09477
-37.3408,31.3665,-20.0979,3.09468
-0.142212,550.426,-84.4971,3.09437
12.7894,385.789,10.4238,3.09429
8.93762,409.93,64.7743,3.09419
-26.6516,26.6608,95.002,3.09407
33.6864,417.293,53.9098,3.09404
44.9264,513.805,15.3275,3.09403
-34.6436,166.799,-25.0723,3.09377
-44.9258,123.018,-68.3096,3.09375
-10.0358,464.003,-47.5304,3.09329
12.468,174.098,-40.0511,3.0929
43.4601,365.343,-77.157,3.09277
44.9963,233.583,32.2456,3.0927
11.2368,450.305,-83.7439,3.09269
-42.86,12.697,-37.5112,3.09216
-21.4185,539.089,-8.30481,3.09195
-16.4894,348.526,-2.13,3.09193
35.3599,494.925,50.8693,3.09124
21.863,152.415,-45.009,3.09094
-2.02429,185.645,-0.200317,3.09088
13.4154,413.328,-57.7382,3.09081
-32.6804,396.691,-59.7236,3.09077
16.1248,373.427,0.258789,3.09074
27.4601,171.968,-53.9009,3.09052
-13.7631,141.556,42.1326,3.08992
9.05066,16.4106,38.4037,3.08975
20.1927,530.329,-71.3846,3.08951
8.3335,118.076,-85.9419,3.08945
24.573,409.361,-28.8763,3.0891
-18.4099,329.943,19.4741,3.08865
-22.118,458.512,29.9182,3.08827
-35.9838,555.487,85.9204,3.08822
17.9471,511.64,70.0563,3.08812
40.9781,415.191,-46.2491,3.08803
17.9203,499.504,-74.8834,3.08785
42.2117,573.181,-53.4237,3.08761
-20.4797,131.074,-20.8906,3.08754
4.05249,570.881,-60.8733,3.08749
-35.4757,449.811,25.0905,3.08747
24.2186,356.431,70.1367,3.0873
-6.65125,419.449,-4.43018,3.08727
-8.61389,380.295,94.9303,3.08671
-13.1279,383.097,86.256,3.08655
-33.9539,49.5591,-17.1619,3.08651
25.7777,551.69,-70.3234,3.08635
20.8113,337.558,46.0791,3.08635
-35.2821,446.957,-58.9535,3.08633
24.6105,183.383,70.6425,3.08612
-24.8412,58.5118,-70.3401,3.08607
-36.4691,136.559,-80.199,3.08605
-0.746948,93.1471,34.4879,3.08601
30.6473,166.318,-13.9464,3.08595
-0.353149,31.7201,16.3223,3.08591
-14.7218,231.297,42.4919,3.08577
20.3022,499.809,41.7097,3.08563
35.8763,173.278,61.1099,3.08549
-7.0177,81.2374,78.3574,3.08544
50.9235,4.89294,-37.5599,3.08542
50.9645,60.7378,-37.6862,3.08535
44.9222,529.934,-74.6797,3.0853
-38.261,100.092,-2.73328,3.08512
23.9164,544.186,49.2145,3.0851
-2.27551,387.642,-50.5177,3.08509
-22.311,110.607,-27.5767,3.08496
-15.4839,515.133,-92.6079,3.08487
-10.447,389.433,-87.6088,3.08471
44.9424,271.928,55.4485,3.08457
-36.2271,365.489,-84.0093,3.08449
20.9033,175.47,-76.6113,3.08443
21.7239,6.29321,-21.5134,3.08431
-37.4468,477.401,-10.7058,3.08394
-8.29333,217.76,18.9316,3.0839
-1.21851,499.199,24.8127,3.08319
5.61121,534.451,75.2137,3.08313
7.99292,154.589,-81.6196,3.08298
37.6829,59.4259,53.7166,3.08293
33.6022,24.0419,-59.5757,3.08281
3.34265,311.571,-23.1807,3.08244
-37.3757,482.804,-49.7329,3.08224
12.2756,105.998,-9.76147,3.08188
34.6978,150.231,-13.9303,3.08181
-0.151245,356.13,65.4941,3.08148
-15.3296,437.471,41.8654,3.08147
-36.8607,425.253,81.9373,3.08146
-5.7948,85.5623,-67.4437,3.08121
-22.8962,307.333,-11.4755,3.08111
13.2771,177.103,19.0754,3.08096
-45.0168,374.939,-39.7432,3.08086
-31.2511,341.931,-48.8423,3.08061
-43.5944,520.649,-94.9247,3.0806
-45.042,19.6906,12.0297,3.08042
-35.0712,434.875,72.5405,3.08031
-37.4301,196.106,-65.6631,3.0803
-7.5824,59.2454,49.1255,3.0802
29.8954,152.299,-77.4664,3.07991
-3.52112,209.074,39.0795,3.07984
-30.9359,559.914,16.778,3.0798
-44.9894,329.104,-94.9274,3.07973
44.9271,559.272,-86.674,3.07933
5.76208,227.64,76.5609,3.07888
-11.3892,536.511,-32.6864,3.07886
-36.6874,381.061,49.1313,3.07867
30.8297,100.709,-4.05847,3.07857
14.074,108.267,81.7175,3.07852
-20.4194,5.04761,-73.5714,3.07849
-25.2356,56.0812,-17.4077,3.07846
35.6024,398.201,-68.7549,3.07824
20.3521,568.802,-70.0785,3.07811
17.8845,368.797,-67.7056,3.07808
-4.47021,310.8,-55.5781,3.078
-44.9451,271.126,-25.7257,3.07782
-17.8804,139.687,-25.5587,3.07782
-18.5955,299.188,19.5804,3.07775
19.2836,526.866,-60.8368,3.07773
1.15601,47.775,-31.8566,3.07751
-1.75696,208.402,-9.30249,3.07737
-11.5016,446.695,43.7257,3.07673
-44.959,137.911,-12.2388,3.07673
-10.7167,568.214,65.3164,3.0767
-22.5948,52.9928,-88.4323,3.07624
-16.8729,335.606,-76.4851,3.0759
7.4967,471.738,12.5256,3.07584
-20.4302,488.251,-21.0778,3.07583
44.9385,295.362,84.3661,3.07572
19.8784,224.261,8.80933,3.07569
13.1234,204.203,86.3079,3.07548
-26.8535,343.399,-2.9519,3.07542
-14.2278,410.892,30.0076,3.07537
2.56335,21.8527,48.3658,3.07533
25.9989,547.217,-94.9408,3.07522
-13.1588,477.394,-59.9756,3.07521
23.8431,76.3074,3.31689,3.07467
-44.9373,502.087,-31.0393,3.07456
-34.5112,4.89893,-59.7977,3.07435
1.90857,446.295,-84.0909,3.07425
2.8042,256.783,30.9459,3.07413
44.9271,327.783,76.151,3.07387
17.0273,259.745,60.5347,3.07377
-34.5081,249.726,-94.949,3.07358
24.5944,225.117,-84.7456,3.07354
15.8245,486.665,-94.8243,3.07338
22.9053,221.744,46.8734,3.07334
16.9866,32.5308,53.0796,3.0732
-22.4061,53.4565,-36.896,3.07309
13.4786,183.828,-32.2252,3.073
11.0693,62.7448,78.6233,3.073
18.5018,224.842,94.9529,3.07297
-35.9717,132.623,60.6674,3.07277
-7.30798,294.743,95.0065,3.07254
44.9558,233.772,94.9601,3.07236
-15.8573,15.0977,-57.5032,3.07225
-30.913,74.6584,60.542,3.07216
7.46509,190.903,-28.1981,3.07199
44.9286,398.613,-93.2767,3.0717
-36.1434,264.256,95.0771,3.0714
17.3838,272.627,-16.996,3.07121
9.08057,186.822,-14.2855,3.07096
-5.93445,116.774,-63.0645,3.07091
-27.4414,300.798,-28.0142,3.07083
15.6176,104.436,72.512,3.0708
45.2201,148.419,-53.9722,3.07063
-18.1444,37.1748,-23.38,3.07041
-21.1198,9.05847,-21.0377,3.07033
-35.9279,107.266,-71.646,3.07027
-1.80994,472.274,65.5823,3.06994
30.9082,85.4458,64.3864,3.06986
37.282,570.56,-63.5648,3.0697
-19.7098,294.586,-87.274,3.06952
0.78833,62.5952,2.86182,3.06947
43.004,84.8546,-40.1022,3.06937
-34.4021,551.3,-40.2407,3.06928
-23.8043,169.986,41.6427,3.06911
-8.86719,412.247,-47.7302,3.06899
-45.0115,195.862,-92.8657,3.06887
37.0537,287.793,-62.3994,3.06882
24.2891,472.718,-94.9479,3.06868
44.9592,443.386,-50.8395,3.06845
50.9883,99.647,85.4043,3.06843
-8.82617,402.631,-62.2793,3.06736
34.868,159.062,40.7823,3.06735
-22.7758,394.493,-59.9683,3.06707
-44.9431,549.813,-82.1525,3.06703
-14.3156,213.505,85.2715,3.06693
44.9523,393.299,28.8867,3.06683
-5.41736,177.399,-28.1416,3.06678
7.2478,287.971,-70.0332,3.06672
-36.9397,481.971,65.4283,3.06658
-25.9419,310.806,-27.9194,3.06607
16.8599,542.548,-85.8875,3.06607
43.2194,63.4949,30.5492,3.06597
31.5525,135.295,-57.0326,3.06587
-23.4944,131.358,2.99011,3.0657
-44.4009,63.4528,94.7032,3.06509
19.1683,446.346,75.8948,3.065
-44.9402,508.49,5.82153,3.06498
22.816,570.079,-80.0562,3.06495
-5.1261,182.457,92.8784,3.06489
-8.00439,175.832,85.8108,3.0648
12.9664,174.454,-82.7982,3.0647
-2.5127,326.677,8.6405,3.06462
33.9275,122.968,-74.2473,3.0646
-3.89331,461.596,-65.6497,3.06426
-37.7716,552.282,-88.8593,3.06426
34.1622,119.651,-28.2289,3.06408
40.0104,103.039,73.5349,3.06404
44.9417,513.94,-41.3859,3.06384
16.975,530.136,-20.3678,3.06375
44.9769,509.272,76.5087,3.06371
-22.3138,345.975,5.69446,3.06357
10.6005,557.724,51.7217,3.06353
21.1361,275.839,93.5754,3.06343
-24.6729,366.369,-64.6257,3.06303
-18.5758,401.411,-24.7101,3.06298
-22.5312,360.56,15.2023,3.06255
29.5334,395.405,14.6974,3.06253
35.1235,463.452,-60.1498,3.06245
45.0472,278.105,4.29456,3.06198
-37.1248,296.493,-90.9393,3.0616
-0.88147,180.664,8.57007,3.06151
35.696,407.431,55.1992,3.06142
21.1615,234.009,6.38928,3.06136
18.5516,555.307,-44.8879,3.06132
-12.431,35.3694,5.82336,3.06106
-29.6759,238.238,9.16638,3.06089
-45.0471,4.97229,31.0149,3.06089
-37.1486,84.515,-10.6935,3.06061
-24.5333,31.7062,-78.264,3.06054
0.702393,561.601,-68.1979,3.06054
14.453,169.048,43.2828,3.06014
-15.0199,438.602,-12.7709,3.06014
-28.0505,182.904,-38.7369,3.05994
-22.6827,288.68,-94.9424,3.05991
17.8927,181.654,62.5542,3.0597
-9.85168,435.754,-2.65222,3.05946
31.115,461.846,-13.7421,3.0592
14.9363,538.603,-76.7637,3.05907
9.94348,501.689,94.9407,3.05899
-2.63367,117.958,-53.6519,3.05893
-27.6716,198.205,-72.7643,3.05885
-44.9691,167.482,23.4608,3.05849
17.0238,109.045,-37.7335,3.0584
42.3557,28.016,-95.0458,3.05828
-19.2631,234.489,50.9495,3.05821
50.984,30.3915,25.4233,3.05815
21.6907,347.302,66.3634,3.0581
-38.4327,367.519,32.4099,3.05778
11.3458,196.202,36.7898,3.05778
7.42847,261.46,-56.3257,3.05766
7.04358,99.1067,-2.46826,3.0575
22.1102,179.505,23.2727,3.05685
11.3135,467.116,27.369,3.05677
20.4786,483.46,-34.0967,3.05669
44.6814,225.391,-41.496,3.05642
-5.75818,537.744,48.2936,3.05632
18.6232,517.025,51.6349,3.05626
2.08997,159.932,-24.1312,3.05622
-17.0345,501.443,3.24316,3.05611
7.23962,419.471,-20.8712,3.0561
36.9806,232.833,2.56982,3.05599
-27.3331,98.1578,16.2637,3.0559
35.1052,505.432,-26.6678,3.05581
-44.9677,385.073,-21.4856,3.05575
-6.39417,552.271,-57.4156,3.0557
-28.7921,253.012,-19.2229,3.05545
-40.389,229.952,21.24,3.05544
-45.1624,229.863,54.9735,3.05496
10.0961,535.037,-86.2327,3.05485
18.8175,548.464,76.3892,3.05445
36.6211,136.987,-68.1132,3.0543
-32.4586,474.103,-51.3912,3.05425
33.5796,140.24,5.58252,3.05418
-29.751,392.248,71.0243,3.05417
42.8162,5.02466,9.4436,3.0541
-29.214,152.428,59.5093,3.05399
28.4418,383.271,-57.8279,3.0539
28.267,281.333,55.2528,3.05373
37.9915,353.856,-62.5176,3.05371
-29.5817,125.019,45.3861,3.05366
5.00281,192.612,1.77319,3.0536
-35.0281,12.3773,67.3931,3.05353
-45.0168,288.689,75.6124,3.05332
32.8668,76.6721,-20.7935,3.05328
29.72,47.2704,-79.0272,3.05289
-44.9476,543.873,-65.1108,3.05287
-44.7823,451.382,-81.6039,3.05282
44.9506,491.643,-72.6945,3.05281
-20.0233,344.434,85.5651,3.05276
-18.3073,65.7275,-67.5692,3.05276
-11.2186,147.088,-94.9532,3.05263
-45.0771,187.351,-34.4479,3.05245
-33.7584,411.62,23.713,3.05237
-7.54834,563.119,-52.9639,3.05236
-9.18518,49.3597,50.5823,3.05229
-33.8032,416.333,-84.8073,3.05223
19.0642,433.772,13.4932,3.05215
20.6631,479.314,74.8143,3.05195
-17.4077,490.262,-87.9719,3.0516
6.24597,78.1523,-46.1741,3.05155
-44.9937,256.591,7.77698,3.05096
-6.69958,126.304,16.5361,3.05094
44.9686,369.191,-32.4457,3.05094
-44.9497,525.989,87.7274,3.05088
27.6665,143.211,-12.1892,3.0508
30.105,542.741,-68.3428,3.05068
44.9857,266.453,-72.443,3.05032
31.639,226.539,-18.679,3.05029
32.8069,102.558,-45.058,3.04993
51.1146,111.904,65.5426,3.0496
27.8677,221.17,95.0247,3.04958
34.6504,149.654,8.43457,3.04951
-36.9766,120.21,74.6903,3.04942
-44.9797,467.246,0.706177,3.04923
44.9723,259.13,72.7452,3.04906
22.2139,147.136,95.0389,3.04869
8.61133,178.949,-57.9147,3.04867
-32.1869,178.229,-92.6575,3.04856
20.1609,558.64,94.9586,3.04834
32.1017,252.025,58.7946,3.04821
-45.0441,110.577,-46.623,3.04809
11.7756,400.189,-94.9565,3.04804
-33.9342,70.785,-95.0547,3.04797
7.99561,212.798,87.5696,3.04785
-23.5891,484.302,7.18762,3.04772
-13.0061,350.959,-11.2831,3.04746
-45.0177,212.137,58.2928,3.04735
45.0302,341.704,95.0448,3.04731
-45.0314,4.98486,-69.4167,3.04685
2.61792,293.59,94.9713,3.04675
-8.84961,455.483,-36.9991,3.0467
-33.7007,442.745,78.7456,3.04642
43.6472,359.755,-86.04,3.04635
-20.8242,144.149,-95.0254,3.04629
-41.7812,321.914,-51.0006,3.04607
26.7053,567.865,74.2125,3.04602
-12.4028,396.99,-8.29517,3.046
5.09351,570.327,4.51672,3.04576
12.806,99.9489,39.2412,3.04559
-28.8361,202.292,-7.82739,3.04536
-5.75452,159.718,4.51147,3.04506
45.0581,174.907,-20.3723,3.04496
44.9905,301.988,-24.8652,3.04495
35.2976,365.505,76.5558,3.04475
-9.07678,395.321,5.58081,3.04467
44.8032,285.02,94.955,3.04458
-34.1794,466.265,-38.2954,3.04453
44.9865,527.448,-30.7856,3.04444
-29.2252,138.718,-95.1365,3.04439
51.0615,40.8834,-37.9658,3.0443
-36.3297,57.3777,95.0251,3.04408
-36.8942,461.64,59.5811,3.04383
25.9866,529.319,-43.854,3.04374
17.1908,548.994,94.9591,3.04323
-27.7581,523.244,33.3816,3.0432
10.2014,140.473,-58.6993,3.04303
31.4752,107.609,76.1886,3.04298
-45.0718,273.426,-58.344,3.04284
-32.4177,257.035,34.0404,3.0427
36.7943,514.898,74.8434,3.04262
10.6232,255.295,-94.9772,3.04257
-37.3881,302.539,82.9266,3.04233
-44.9589,424.966,-37.4412,3.04219
-32.4775,294.49,-47.1852,3.04201
44.9646,538.52,-50.087,3.042
13.3986,116.239,18.5585,3.04177
-44.9602,384.869,-37.3029,3.04174
-44.9598,452.443,34.7386,3.0417
-10.6527,331.756,-24.8098,3.04157
12.333,422.022,-36.9178,3.04153
19.9581,141.403,-30.7792,3.04128
-44.9877,72.6483,8.29822,3.04111
-34.772,74.851,-41.7177,3.04102
15.5259,70.8486,74.4371,3.04093
11.438,375.083,9.07178,3.04074
9.09436,564.25,72.4954,3.04067
-34.6426,127.27,-44.0466,3.04059
-20.703,50.7739,94.9979,3.04058
-32.7502,413.168,57.2393,3.04023
-36.2604,433.701,33.1384,3.04012
-22.9586,30.8704,-61.3113,3.03972
44.9652,560.798,94.9663,3.0397
44.968,521.055,-49.3932,3.03968
-9.4906,142.429,-72.6427,3.03952
-2.84949,565.18,70.9026,3.03928
51.0402,74.7197,4.01135,3.03926
26.272,568.918,-30.6006,3.03891
24.2963,498.886,73.8816,3.03871
22.4442,138.192,-53.8334,3.0387
-22.0984,10.4653,27.4128,3.03866
-27.5675,192.224,-6.57495,3.03863
-7.85193,549.716,18.6427,3.0384
28.0245,243.804,-87.0408,3.03838
20.4207,360.371,-95.0477,3.03833
6.3457,522.113,94.9636,3.03823
-5.32007,542.949,25.8804,3.03812
-9.98535,66.4149,-13.8149,3.0381
-44.1014,114.929,-74.2524,3.03784
17.6132,508.244,94.9806,3.03765
12.071,528.995,-77.9423,3.0375
-11.5527,194.386,45.7474,3.03739
1.58069,199.226,-14.6919,3.03724
-45.0953,176.559,50.3265,3.03709
25.7357,181.465,-38.5608,3.03699
-45.188,47.7876,84.8864,3.03699
20.0774,371.131,-27.9841,3.03666
21.9011,95.2208,41.6438,3.03659
-1.14282,70.8809,-12.8969,3.03652
14.3854,21.0347,-17.473,3.03627
35.7058,258.926,-36.5426,3.03627
36.246,315.865,41.9896,3.03618
8.8678,492.269,-88.116,3.03607
44.9797,207.441,-32.9363,3.03605
-36.0405,514.849,-82.7913,3.0359
41.6034,84.6282,-68.3677,3.03572
-44.9733,455.896,-53.9136,3.03562
20.8201,66.7167,4.19995,3.03551
-7.97058,209.884,7.6488,3.03511
11.9458,483.621,94.9843,3.03511
36.2498,198.896,-52.5531,3.03499
-27.6447,129.288,12.1226,3.03491
18.8114,73.692,40.9611,3.03488
35.759,499.033,-43.1368,3.03485
-36.9945,95.7686,17.8259,3.03483
44.9836,483.186,-79.5979,3.03464
-0.427856,235.659,17.7883,3.0345
-1.422,31.201,34.5914,3.03442
16.3961,421.401,-52.4022,3.03427
-31.6744,345.925,21.2771,3.03383
-2.49561,359.873,46.6228,3.03379
-37.1909,448.212,-68.7538,3.03363
25.4847,215.789,54.4869,3.03362
-27.6155,343.581,40.0974,3.03348
38.4366,259.623,45.657,3.03344
-45.083,210.88,-28.8353,3.03274
51.0194,74.0645,-13.5813,3.03272
32.1013,405.913,-63.2737,3.03267
22.007,85.0631,-92.8104,3.03264
-37.8452,396.262,-31.4988,3.03261
-28.2673,408.136,-86.6709,3.03241
-28.566,14.5079,74.8224,3.03215
-9.62622,166.569,-85.3828,3.03215
26.4946,395.33,-77.1455,3.03204
-23.4843,302.895,42.4159,3.03187
-28.1014,193.491,48.9944,3.03127
36.3662,346.772,1.43213,3.03115
-36.4819,406.091,-57.8187,3.03102
5.06384,240.14,6.98022,3.0309
-18.5144,80.1141,-17.9203,3.03073
6.33069,207.418,40.4182,3.0307
26.7159,330.353,-95.0013,3.03064
-21.0065,74.9426,-60.9773,3.03025
-37.353,31.6312,82.6785,3.03021
-37.0634,495.323,-17.0847,3.02983
-15.1298,168.404,46.3678,3.02972
-44.9839,240.46,74.5781,3.02928
45.0176,350.377,10.2545,3.02914
-44.9794,334.679,95.0177,3.02905
44.9727,274.706,-78.1428,3.02902
-45.0967,141.925,17.9811,3.02899
2.67676,413.327,76.9532,3.02896
-44.9976,4.8158,-80.3518,3.02895
10.6956,210.037,6.86914,3.02893
-11.7362,4.93176,-48.4347,3.02876
0.048584,16.5129,-49.9186,3.02845
27.75,424.008,-23.1676,3.02835
9.7417,390,31.8711,3.02829
7.50745,274.462,84.3445,3.02822
-26.923,46.1819,-82.678,3.02802
-31.8396,193.682,11.457,3.02791
43.5349,199.929,44.0465,3.02791
-24.4178,325.242,-65.2997,3.02741
1.4032,249.129,-45.9148,3.02692
-27.8873,304.825,60.1469,3.02676
2.71594,405.69,-31.2357,3.02666
40.6833,4.88025,95.1285,3.02665
28.0691,360.482,3.28113,3.02626
-44.5568,312.228,21.9186,3.02617
35.8756,391.771,-76.5245,3.02613
31.4277,390.745,83.6814,3.02573
-34.7465,97.192,37.5374,3.02543
-26.4952,169.928,95.0114,3.02537
-10.9023,227.637,33.968,3.02533
51.0583,90.5992,13.6526,3.02528
4.13135,224.657,31.6641,3.02515
-32.5662,352.31,-6.29114,3.02508
-26.3508,354.804,-77.7982,3.02503
-0.76062,530.286,67.3073,3.02494
25.718,194.028,-67.8173,3.02456
-43.9103,265.859,11.4868,3.02437
-21.4579,244.546,-41.2233,3.02416
-8.58057,467.964,2.65857,3.02381
-36.3721,328.908,10.6276,3.02345
1.52295,502.849,-17.619,3.0234
-29.5802,387.345,-61.9845,3.02322
1.30396,164.697,55.7499,3.02311
-8.9054,360.529,-66.8345,3.02244
22.8573,482.623,-20.3199,3.02239
-42.7795,12.7374,60.9951,3.02236
-38.938,556.265,-77.2574,3.02222
-4.7843,470.354,37.5691,3.02216
-22.9628,349.444,46.7438,3.02203
-6.81946,304.241,-10.2513,3.02179
45.0212,280.462,-95.0388,3.02151
45.0199,253.063,-55.8593,3.02126
18.1487,128.198,94.5491,3.02114
18.2157,492.802,49.1268,3.02099
-28.627,332.846,-44.7483,3.0207
-19.1829,309.5,61.7128,3.02036
0.57312,268.097,-17.1187,3.02034
10.1407,98.47,29.6841,3.02022
-17.8385,222.372,38.9307,3.02022
-36.8864,543.761,-17.7023,3.02015
24.7058,71.5432,-25.8295,3.01975
35.9127,370.276,-58.1758,3.01968
-15.6196,180.983,-5.70667,3.01947
25.1827,367.595,9.74866,3.01945
-44.9856,498.41,6.0304,3.0194
40.2302,506.985,-3.29822,3.01928
-37.8619,52.1854,79.5223,3.01928
-26.1189,174.38,50.686,3.01921
-13.3229,258.905,-0.0465088,3.0191
-15.0841,559.279,-86.2261,3.01842
-20.3733,457.876,68.7264,3.01823
-0.29187,246.06,-63.3405,3.01814
-35.0099,159.349,-67.9756,3.01808
-32.4119,100.073,-55.0581,3.01804
12.4436,339.328,-35.7037,3.01797
1.12549,57.4802,38.803,3.01781
-27.0328,40.8577,68.1624,3.01726
-14.3958,237.479,-41.9833,3.01723
36.8855,127.526,86.3354,3.01716
25.2183,428.233,-66.0854,3.01694
44.9871,444.482,-77.7474,3.01678
-44.9885,495.897,42.7627,3.01675
51.0088,143.527,-94.9835,3.01671
-8.13403,295.993,75.4806,3.01668
-20.9078,160.64,39.4749,3.0164
-35.942,117.768,-21.1378,3.0162
-19.4224,104.585,57.359,3.01617
45.014,233.565,-4.70508,3.01579
-33.949,271.487,-58.4133,3.01575
45.0287,344.28,-95.0056,3.01575
-31.0344,360.875,30.9736,3.01551
-35.5221,80.5261,95.0836,3.01543
34.9999,310.568,-9.97241,3.01539
-8.49023,111.603,-73.6616,3.01522
29.0299,92.859,51.598,3.01514
-12.3009,433.679,-78.3933,3.015
-40.0168,153.522,87.45,3.01496
-25.6873,529.636,78.8988,3.01486
-26.4844,58.9141,94.9973,3.01482
12.4353,380.798,57.3153,3.01481
40.1296,312.427,-26.8558,3.01475
-14.1056,306.043,41.0911,3.01465
-34.1171,47.6161,19.0931,3.0146
-10.1285,271.964,-94.9917,3.01452
10.0123,483.896,-69.2072,3.01439
44.9911,473.831,88.2086,3.01433
32.5483,96.2985,73.4639,3.01415
6.55115,26.0901,37.6974,3.01404
-40.4622,497.793,26.9298,3.01376
-7.24841,468.376,58.0416,3.01374
11.3162,229.542,-10.9222,3.01356
12.2526,428.778,-6.07007,3.0135
-44.9883,5.01013,94.9852,3.01336
-34.8619,169.492,50.6294,3.01315
-25.3475,264.135,33.4686,3.01311
-31.8221,38.5927,-78.5936,3.01288
-9.29565,463.73,21.4604,3.01284
30.74,90.5586,28.4578,3.01283
-24.2445,437.853,-17.2155,3.01267
-26.4479,502.055,65.1903,3.01241
32.6483,115.268,56.5793,3.01205
4.27417,497.899,-95.0327,3.01176
-36.4155,414.236,-63.6462,3.01156
19.661,352.311,86.1538,3.01152
10.8749,149.298,84.0225,3.01141
-28.6583,413.273,78.2351,3.01135
40.9805,79.6667,61.6558,3.01127
5.62012,473.619,22.2161,3.01121
30.6798,540.636,86.9888,3.01118
-42.6289,134.375,-54.8441,3.01117
-15.2493,357.029,76.3489,3.0103
-10.6564,448.78,56.6741,3.01005
36.7223,232.868,37.8171,3.00999
-2.9425,449.901,-16.9473,3.00979
-14.0082,146.565,2.45276,3.00963
7.16309,289.155,17.4281,3.00959
-10.4537,255.751,59.468,3.00926
-4.21289,209.53,-79.281,3.00914
25.0953,496.161,-57.2324,3.00903
18.0844,477.437,84.3525,3.00891
-20.8871,386.909,-69.6522,3.00878
3.53174,544.375,-41.2236,3.00858
36.1855,289.118,73.7491,3.00842
-13.86,4.92017,84.1257,3.00812
-14.2987,397.621,-32.9883,3.00774
-12.0537,125.441,-6.24866,3.00754
-16.022,308.454,22.491,3.00728
41.4473,94.5907,-67.3966,3.00712
-24.9905,145.239,53.8881,3.007
16.0072,194.333,-54.0924,3.00674
22.3662,426.093,6.17371,3.00673
-37.6929,200.943,-46.347,3.00667
28.7235,196.898,-32.6704,3.00634
44.1362,322.172,-68.6415,3.00616
-13.1986,421.676,95.0159,3.00608
14.8223,372.739,-51.3466,3.00606
51.0234,77.5909,76.5486,3.00596
12.7054,547.15,-44.1123,3.00587
34.2067,331.609,59.3734,3.00577
-36.7688,256.101,24.8567,3.00576
-18.7491,345.908,32.7511,3.00571
12.1302,313.966,8.90527,3.00563
-0.519165,378.613,-69.3319,3.00554
45.053,284.428,-49.9844,3.00527
-45.1156,185.874,46.6091,3.00505
2.375,442.626,-21.2734,3.00497
-38.2305,251.548,-45.7308,3.0049
44.7212,371.676,95.0227,3.0049
-1.45776,4.84778,-87.0253,3.00477
4.79395,402.202,-10.4651,3.00477
-44.3954,90.0547,-71.2853,3.00461
-45.105,85.1051,95.0894,3.00453
-29.7684,349.449,55.9788,3.00437
19.3795,501.028,-27.7357,3.00421
31.5531,92.6608,-23.6931,3.00407
-25.4178,456.325,52.0242,3.00398
-11.4132,447.966,-12.0046,3.00386
16.3784,307.08,67.8596,3.00345
-36.3359,431.873,-35.7969,3.00309
34.3934,553.604,-39.8071,3.00289
34.6403,41.2727,-47.3242,3.00225
-45.0801,43.7345,-51.4584,3.00224
-14.9664,471.614,-51.9344,3.00186
3.922,554.084,-28.7861,3.00173
45.0001,572.282,-11.3898,3.00143
-37.6001,49.7046,36.2312,3.00137
51.0311,90.9978,95.0116,3.00104
12.8057,44.8252,39.4999,3.00075
9.89148,53.6608,-47.0533,3.00049
20.0876,297.545,60.0314,3.00034
-28.1738,227.839,-41.9745,3.00024
-15.7399,505.11,-34.5901,3.00015
-24.7505,109.958,-95.0767,3.00009
-45.0256,458.501,13.01,2.99982
-19.7488,154.692,57.1284,2.99971
-15.4481,227.85,-71.3743,2.99966
51.0962,70.3114,-22.8585,2.99923
-37.9756,293.346,22.6661,2.99914
44.916,481.71,0.0032959,2.99902
-8.35596,364.739,65.2164,2.99885
-17.2917,96.7015,45.1331,2.99883
-17.0115,158.801,48.4701,2.99867
-35.6041,548.34,31.9904,2.99858
-10.521,103.193,41.0687,2.99848
4.41357,79.0302,-12.7295,2.99844
1.8335,190.706,-19.8907,2.99837
45.0024,370.696,-14.1785,2.99823
-27.8684,35.6586,-25.1649,2.99814
-18.4921,190.42,-29.9055,2.99812
